,submit_time,duration,cpu,memory,job_id,task_id,instances_num,disk,task_type
62,16454,67.42857143,0.5,0.008888774,27,150,7,0,A
63,18684,101.3763838,0.5,0.010705873,33,173,271,0,A
64,18684,72.36129032,0.5,0.010705873,33,174,155,0,A
65,18684,3,0.5,0.005404706,33,175,1,0,A
66,18684,22.09803922,0.5,0.016007041,33,176,51,0,A
67,18684,38.56140351,0.5,0.010705873,33,177,171,0,A
68,18684,29.01754386,0.5,0.010705873,33,178,171,0,A
69,18684,32.46783626,0.5,0.010705873,33,179,171,0,A
70,18684,68.36507937,0.5,0.010705873,33,180,189,0,A
71,21094,4,0.5,0.005404706,34,181,1,0,A
72,21094,6,0.5,0.016007041,34,182,447,0,A
73,21836,1,0.5,0.004094945,48,283,1,0,A
74,21836,1,0.5,0.005404706,48,284,1,0,A
75,21873,1.5,0.5,0.004094945,50,295,35,0,A
76,24947,6,0.5,0.004037999,59,415,1,0,A
77,24948,5,0.5,0.004063883,61,437,1,0,A
78,24948,45.52830189,0.5,0.013356457,61,438,319,0,A
79,26109,28.80039139,1,0.005736029,67,477,511,0,A
80,27356,163.044898,0.5,0.010705873,68,478,245,0,A
81,27356,40.66666667,0.5,0.010705873,68,479,24,0,A
82,27356,37.44318182,0.5,0.013356457,68,480,88,0,A
83,31257,218.756691,0.5,0.008391789,77,526,411,0,A
84,31257,53.32051282,0.5,0.016007041,77,527,78,0,A
85,31257,66.09505703,0.5,0.016007041,77,528,263,0,A
86,31353,28.5,0.5,0.013356457,79,533,25,0,A
87,31353,31.5,0.5,0.016007041,79,536,105,0,A
88,32274,111.6198347,0.5,0.010705873,82,545,121,0,A
89,32274,51.3125,0.5,0.010705873,82,546,32,0,A
90,32274,67.5106383,0.5,0.016007041,82,547,47,0,A
91,36241,71.70149254,0.5,0.007863743,85,552,67,0,A
92,36241,94.04761905,0.5,0.007848213,85,553,21,0,A
93,36241,21.94117647,0.5,0.016007041,85,554,17,0,A
94,36241,3,0.5,0.004058706,85,555,1,0,A
95,36241,42.53571429,0.5,0.016007041,85,556,28,0,A
96,36241,4,0.5,0.004094945,85,557,1,0,A
97,36915,6.607669617,0.5,0.004110476,86,558,678,0,A
98,36915,40,0.5,0.004110476,86,559,1,0,A
99,36931,12,0.5,0.013356457,87,560,659,0,A
100,36931,5,0.5,0.00805529,87,561,1,0,A
101,37013,6.278761062,0.5,0.004110476,90,573,678,0,A
102,37013,38,0.5,0.004115652,90,574,1,0,A
103,37105,6.14159292,0.5,0.004110476,91,575,678,0,A
104,37105,21,0.5,0.004110476,91,576,1,0,A
105,37181,7.828908555,1,0.005404706,92,577,678,0,A
106,37181,16.49779736,1,0.005404706,92,578,227,0,A
107,37264,7.064896755,1,0.005404706,93,579,678,0,A
108,37264,21.02202643,1,0.005404706,93,580,227,0,A
109,37338,5.471976401,0.5,0.004110476,94,581,678,0,A
110,37338,15,0.5,0.004115652,94,582,1,0,A
111,37415,6.328908555,1,0.005404706,95,583,678,0,A
112,37415,41.08810573,1,0.005404706,95,584,227,0,A
113,47038,83.26865672,0.5,0.007863743,99,591,67,0,A
114,47038,100.6190476,0.5,0.007848213,99,592,21,0,A
115,47038,20.35294118,0.5,0.016007041,99,593,17,0,A
116,47038,3,0.5,0.004058706,99,594,1,0,A
117,47038,42.82142857,0.5,0.016007041,99,595,28,0,A
118,47038,4,0.5,0.004094945,99,596,1,0,A
119,49222,20.5,0.5,0.004234722,100,597,15837,0,A
120,51179,100.2222222,0.5,0.005736029,101,599,13879,0,A
121,51177,70,0.5,0.016007041,101,600,1381,0,A
122,51185,94.18181818,0.5,0.005736029,103,602,13884,0,A
123,51183,72,0.5,0.009396112,103,603,919,0,A
124,51614,95,0.5,0.005736029,104,604,4909,0,A
125,51614,36,0.5,0.009396112,104,605,919,0,A
126,51621,108,0.5,0.005736029,106,607,4913,0,A
127,52328,16,1,0.005404706,108,614,1,0,A
128,52328,5.219607843,1,0.005404706,108,616,255,0,A
129,52328,17.38636364,1,0.005404706,108,617,53,0,A
130,52328,22.5,1,0.005404706,108,618,7,0,A
131,52328,22,1,0.005404706,108,619,3,0,A
132,52376,4,1,0.005404706,109,624,325,0,A
133,52376,4,1,0.005404706,109,625,327,0,A
134,52376,4,1,0.005404706,112,651,325,0,A
135,52376,4,1,0.005404706,112,652,329,0,A
136,52376,62,1,0.005404706,112,658,7,0,A
137,52376,37,1,0.005404706,112,662,9,0,A
138,53721,27,0.5,0.007946574,114,664,15837,0,A
139,55138,18.7,0.5,0.007946574,115,666,15837,0,A
140,54241,66.07462687,0.5,0.007863743,116,668,67,0,A
141,54241,81.14285714,0.5,0.007848213,116,669,21,0,A
142,54241,21.17647059,0.5,0.016007041,116,670,17,0,A
143,54241,2,0.5,0.004058706,116,671,1,0,A
144,54241,39.10714286,0.5,0.016007041,116,672,28,0,A
145,54241,2,0.5,0.004094945,116,673,1,0,A
146,56682,21.6,0.5,0.004234722,117,674,15837,0,A
147,21209,353,0.5,0.005404706,122,694,1,0,A
148,21209,361,0.5,0.005404706,122,695,1,0,A
149,21209,360,0.5,0.016007041,122,696,1,0,A
150,21209,361,0.5,0.00805529,122,697,1,0,A
151,21209,352,0.5,0.005404706,122,698,1,0,A
152,21209,352,0.5,0.00805529,122,699,1,0,A
153,22807,4,0.5,0.005736029,123,701,1,0,A
154,22806,102.8873239,1,0.005404706,125,706,71,0,A
155,22806,125.16,1,0.005404706,125,707,25,0,A
156,1072,28.19230769,1,0.005404706,126,708,130,0,A
157,1072,90.51111111,1,0.005404706,126,709,45,0,A
158,1072,92,1,0.005404706,126,710,45,0,A
159,1072,92.22222222,1,0.005404706,126,711,45,0,A
160,7186,116.2222222,0.5,0.00805529,127,712,9,0,A
161,7186,121.984127,0.5,0.004353791,127,713,63,0,A
162,7186,135.4528302,0.5,0.00805529,127,714,53,0,A
163,7186,148.952381,0.5,0.00805529,127,715,21,0,A
164,7186,165.047619,0.5,0.00805529,127,716,21,0,A
165,7186,103.6666667,0.5,0.004488391,127,717,3,0,A
166,7186,22.36679537,0.5,0.007951751,127,718,259,0,A
167,7186,14,0.5,0.00805529,127,719,1,0,A
168,7186,4.581521739,0.5,0.004141537,127,720,368,0,A
169,7186,3,0.5,0.004063883,127,721,1,0,A
170,7186,24.5,0.5,0.00805529,127,722,2,0,A
171,7186,49.14285714,0.5,0.016007041,127,723,28,0,A
172,7186,16.57142857,0.5,0.008862889,127,724,7,0,A
173,7186,81,0.5,0.004115652,127,725,1,0,A
174,26196,344.5942029,0.5,0.013356457,141,817,69,0,A
175,26196,360.8490566,0.5,0.008195066,141,818,53,0,A
176,26196,82,0.5,0.016007041,141,819,1,0,A
177,26196,88.15671642,0.5,0.016007041,141,820,134,0,A
178,26196,283.2027491,0.5,0.008396966,141,821,291,0,A
179,26196,374.7777778,0.5,0.007946574,141,822,9,0,A
180,26197,192.2173913,0.5,0.013356457,142,823,69,0,A
181,26197,215.9056604,0.5,0.008195066,142,824,53,0,A
182,26197,78,0.5,0.016007041,142,825,1,0,A
183,26197,88.41007194,0.5,0.016007041,142,826,139,0,A
184,26197,126.5773196,0.5,0.008396966,142,827,291,0,A
185,26197,232.2222222,0.5,0.007946574,142,828,9,0,A
186,26196,146.1304348,0.5,0.013356457,146,842,69,0,A
187,26196,174.6415094,0.5,0.008195066,146,843,53,0,A
188,26196,81,0.5,0.016007041,146,844,1,0,A
189,26196,86.12631579,0.5,0.016007041,146,845,190,0,A
190,26196,121.5120275,0.5,0.008396966,146,846,291,0,A
191,26196,195.1111111,0.5,0.007946574,146,847,9,0,A
192,26195,240.3043478,0.5,0.013356457,147,848,69,0,A
193,26195,274.7169811,0.5,0.008195066,147,849,53,0,A
194,26195,84,0.5,0.016007041,147,850,1,0,A
195,26195,85.878327,0.5,0.016007041,147,851,263,0,A
196,26195,118.652921,0.5,0.008396966,147,852,291,0,A
197,26195,296.3333333,0.5,0.007946574,147,853,9,0,A
198,26196,80,0.5,0.016007041,148,856,1,0,A
199,26196,81.97101449,0.5,0.016007041,148,857,346,0,A
200,27457,147.9710145,0.5,0.013356457,154,880,69,0,A
201,27457,173.9811321,0.5,0.008195066,154,881,53,0,A
202,27457,80,0.5,0.016007041,154,882,1,0,A
203,27457,91.11640212,0.5,0.016007041,154,883,189,0,A
204,27457,123.2646048,0.5,0.008396966,154,884,291,0,A
205,27457,193,0.5,0.007946574,154,885,9,0,A
206,31543,300.6231884,0.5,0.013356457,155,886,69,0,A
207,31543,329.7358491,0.5,0.008195066,155,887,53,0,A
208,31543,80,0.5,0.016007041,155,888,1,0,A
209,31543,86.06425703,0.5,0.016007041,155,889,249,0,A
210,31543,198.0412371,0.5,0.008396966,155,890,291,0,A
211,31543,349.4444444,0.5,0.007946574,155,891,9,0,A
212,38262,71,0.5,0.016007041,159,907,1,0,A
213,38262,86.59259259,0.5,0.016007041,159,908,399,0,A
214,41876,76.94285714,0.5,0.016007041,162,921,432,0,A
215,52627,26,0.5,0.00820542,172,964,55,0,A
216,56259,37,0.5,0.008453912,175,980,297,0,A
217,4955,137.6013986,1,0.005404706,177,983,143,0,A
218,4955,11.58450704,1,0.005404706,177,984,142,0,A
219,4955,134,1,0.005404706,177,985,1,0,A
220,4955,147.6013986,1,0.005404706,177,986,143,0,A
221,12420,175,0.5,0.004162245,183,1021,1,0,A
222,12420,65,0.5,0.004126006,183,1022,1,0,A
223,12420,66,0.5,0.004146714,183,1023,1,0,A
224,12420,70.21458333,0.5,0.016007041,183,1024,480,0,A
225,12420,47.62857143,0.5,0.008065643,183,1025,35,0,A
226,12420,22.23076923,0.5,0.00805529,183,1026,13,0,A
227,12420,164.3558052,0.5,0.00820542,183,1027,267,0,A
228,12420,172.3333333,0.5,0.004162245,183,1028,3,0,A
229,12420,62,0.5,0.004126006,183,1029,3,0,A
230,12420,62.8,0.5,0.00805529,183,1030,5,0,A
231,49754,82.625,0.5,0.013356457,201,1108,455,0,A
232,50825,111,0.5,0.013356457,202,1117,79,0,A
233,50825,29,0.5,0.013356457,202,1123,246,0,A
234,50952,198,0.5,0.005736029,203,1125,1300,0,A
235,51471,38,0.5,0.008365905,205,1134,375,0,A
236,51523,39,0.5,0.008417674,206,1142,307,0,A
237,54323,24,0.5,0.010705873,209,1171,239,0,A
238,55373,16,0.5,0.008220951,210,1179,237,0,A
239,55575,18,1,0.010705873,211,1181,137,0,A
240,55576,1,1,0.010705873,215,1260,7,0,A
241,55576,1,1,0.010705873,215,1270,7,0,A
242,1992,21,0.5,0.005736029,218,1282,1,0,A
243,1992,21.11111111,0.5,0.008019051,218,1283,63,0,A
244,2008,3,0.5,0.016338364,219,1284,1,0,A
245,2008,3,0.5,0.008184713,219,1285,7,0,A
246,2896,21.5,0.5,0.005736029,220,1286,2,0,A
247,2896,24.46031746,0.5,0.008019051,220,1287,63,0,A
248,2900,3,0.5,0.016338364,221,1288,2,0,A
249,2900,4.142857143,0.5,0.008184713,221,1289,7,0,A
250,4690,5,0.5,0.016338364,222,1290,4,0,A
251,4690,5,0.5,0.008184713,222,1291,7,0,A
252,4691,21.5,0.5,0.005736029,223,1292,4,0,A
253,4691,29.15873016,0.5,0.008019051,223,1293,63,0,A
254,5116,58.47698745,1,0.005404706,224,1294,239,0,A
255,5115,12.39662447,1,0.005404706,224,1295,237,0,A
256,5116,1,1,0.005404706,224,1296,1,0,A
257,5116,3,1,0.005404706,224,1297,1,0,A
258,5116,63.05020921,1,0.005404706,224,1298,239,0,A
259,5588,17.6,0.5,0.005736029,225,1299,5,0,A
260,5588,26.07936508,0.5,0.008019051,225,1300,63,0,A
261,5596,3.6,0.5,0.016338364,226,1301,5,0,A
262,5596,5,0.5,0.008184713,226,1302,7,0,A
263,6492,17.83333333,0.5,0.005736029,227,1303,6,0,A
264,6492,31.34920635,0.5,0.008019051,227,1304,63,0,A
265,6495,3.833333333,0.5,0.016338364,228,1305,6,0,A
266,6495,5.142857143,0.5,0.008184713,228,1306,7,0,A
267,8295,16.5,0.5,0.005736029,229,1307,8,0,A
268,8295,24.0952381,0.5,0.008019051,229,1308,63,0,A
269,8296,3.5,0.5,0.016338364,230,1309,8,0,A
270,8296,5,0.5,0.008184713,230,1310,7,0,A
271,9197,23.55555556,0.5,0.005736029,231,1311,9,0,A
272,9197,36.9047619,0.5,0.008019051,231,1312,63,0,A
273,9221,5.444444444,0.5,0.016338364,232,1313,9,0,A
274,9221,9.142857143,0.5,0.008184713,232,1314,7,0,A
275,11000,16.18181818,0.5,0.005736029,233,1315,11,0,A
276,11000,35.79365079,0.5,0.008019051,233,1316,63,0,A
277,11024,3.454545455,0.5,0.016338364,234,1317,11,0,A
278,11024,6.142857143,0.5,0.008184713,234,1318,7,0,A
279,12787,12.38461538,0.5,0.005736029,235,1319,13,0,A
280,12787,28.20634921,0.5,0.008019051,235,1320,63,0,A
281,12806,3.307692308,0.5,0.016338364,236,1321,13,0,A
282,12806,6,0.5,0.008184713,236,1322,7,0,A
283,14598,15.13333333,0.5,0.005736029,237,1323,15,0,A
284,14598,32.19047619,0.5,0.008019051,237,1324,63,0,A
285,14632,3.933333333,0.5,0.016338364,238,1325,15,0,A
286,14632,6.285714286,0.5,0.008184713,238,1326,7,0,A
287,16391,10.64705882,0.5,0.005736029,239,1327,17,0,A
288,16391,29.88888889,0.5,0.008019051,239,1328,63,0,A
289,16407,2.941176471,0.5,0.016338364,240,1329,17,0,A
290,16407,4.142857143,0.5,0.008184713,240,1330,7,0,A
291,19989,10.47619048,0.5,0.005736029,241,1331,21,0,A
292,19989,26.95238095,0.5,0.008019051,241,1332,63,0,A
293,20000,3.047619048,0.5,0.016338364,242,1333,21,0,A
294,20000,5,0.5,0.008184713,242,1334,7,0,A
295,21798,10.2173913,0.5,0.005736029,243,1335,23,0,A
296,21798,28.11111111,0.5,0.008019051,243,1336,63,0,A
297,21826,3.043478261,0.5,0.016338364,244,1337,23,0,A
298,21826,5.285714286,0.5,0.008184713,244,1338,7,0,A
299,26297,2.142857143,0.5,0.016338364,245,1339,28,0,A
300,26297,4.142857143,0.5,0.008184713,245,1340,7,0,A
301,26298,11.32142857,0.5,0.005736029,246,1341,28,0,A
302,26298,33.84126984,0.5,0.008019051,246,1342,63,0,A
303,27190,12.51724138,0.5,0.005736029,247,1343,29,0,A
304,27190,45.04761905,0.5,0.008019051,247,1344,63,0,A
305,27204,3.034482759,0.5,0.016338364,248,1345,29,0,A
306,27204,5,0.5,0.008184713,248,1346,7,0,A
307,28090,15.26666667,0.5,0.005736029,249,1347,30,0,A
308,28090,51.23809524,0.5,0.008019051,249,1348,63,0,A
309,28094,2.666666667,0.5,0.016338364,250,1349,30,0,A
310,28094,6,0.5,0.008184713,250,1350,7,0,A
311,29895,17.84375,0.5,0.005736029,251,1351,32,0,A
312,29895,75.25396825,0.5,0.008019051,251,1352,63,0,A
313,29899,3.40625,0.5,0.016338364,252,1353,32,0,A
314,29899,5.285714286,0.5,0.008184713,252,1354,7,0,A
315,30800,18.51515152,0.5,0.005736029,253,1355,33,0,A
316,30800,72.6031746,0.5,0.008019051,253,1356,63,0,A
317,30806,2.848484848,0.5,0.016338364,254,1357,33,0,A
318,30806,5.428571429,0.5,0.008184713,254,1358,7,0,A
319,31566,217.5919732,0.5,0.009365051,255,1359,299,0,A
320,31566,250.514377,0.5,0.009447881,255,1360,313,0,A
321,31566,282.8047138,0.5,0.008443559,255,1361,297,0,A
322,31566,17.84615385,0.5,0.008754174,255,1362,13,0,A
323,31566,27,0.5,0.009442704,255,1363,50,0,A
324,31566,34.12315271,0.5,0.013356457,255,1364,203,0,A
325,31566,94.79069767,0.5,0.009556597,255,1365,43,0,A
326,31564,135.5441527,0.5,0.010276189,256,1366,419,0,A
327,31564,294.9057377,0.5,0.010705873,256,1367,413,0,A
328,31564,27.95522388,0.5,0.009582481,256,1369,67,0,A
329,31564,19.53846154,0.5,0.008873243,256,1370,13,0,A
330,31564,28,0.5,0.013356457,256,1371,51,0,A
331,31564,40.50133333,0.5,0.010705873,256,1372,375,0,A
332,33495,5.861111111,0.5,0.016338364,258,1380,36,0,A
333,33495,16.14285714,0.5,0.008184713,258,1381,7,0,A
334,33492,39.97222222,0.5,0.005736029,259,1382,36,0,A
335,33492,137.6507937,0.5,0.008019051,259,1383,63,0,A
336,35273,187.4865772,0.5,0.005736029,260,1384,298,0,A
337,35273,344.9055118,0.5,0.008748997,260,1385,127,0,A
338,35300,33.65789474,0.5,0.005736029,261,1386,38,0,A
339,35300,116.1904762,0.5,0.008019051,261,1387,63,0,A
340,35305,4.078947368,0.5,0.016338364,262,1388,38,0,A
341,35305,8.428571429,0.5,0.008184713,262,1389,7,0,A
342,35699,3,0.5,0.005404706,263,1392,1,0,A
343,35699,111.0193548,0.5,0.008521212,263,1393,155,0,A
344,36205,28.46153846,0.5,0.005736029,265,1400,39,0,A
345,36205,117.984127,0.5,0.008019051,265,1401,63,0,A
346,36212,3.461538462,0.5,0.016338364,266,1402,39,0,A
347,36212,6.714285714,0.5,0.008184713,266,1403,7,0,A
348,37094,2.875,0.5,0.016338364,267,1404,40,0,A
349,37094,5.285714286,0.5,0.008184713,267,1405,7,0,A
350,37098,28.65,0.5,0.005736029,268,1406,40,0,A
351,37098,94.85714286,0.5,0.008019051,268,1407,63,0,A
352,38901,3.428571429,0.5,0.016338364,269,1408,42,0,A
353,38901,7.142857143,0.5,0.008184713,269,1409,7,0,A
354,38892,30.5,0.5,0.005736029,270,1410,48,0,A
355,38892,116.5409836,0.5,0.008019051,270,1411,61,0,A
356,40699,3.545454545,0.5,0.016338364,271,1412,44,0,A
357,40699,7.285714286,0.5,0.008184713,271,1413,7,0,A
358,40695,30.78846154,0.5,0.005736029,272,1414,52,0,A
359,40695,92.95081967,0.5,0.008019051,272,1415,61,0,A
360,41593,33.92592593,0.5,0.005736029,273,1416,54,0,A
361,41593,100.6721311,0.5,0.008019051,273,1417,61,0,A
362,41600,3.888888889,0.5,0.016338364,274,1418,45,0,A
363,41600,12.71428571,0.5,0.008184713,274,1419,7,0,A
364,42495,34.76785714,0.5,0.005736029,275,1420,56,0,A
365,42495,97.1147541,0.5,0.008019051,275,1421,61,0,A
366,42495,4.065217391,0.5,0.016338364,276,1422,46,0,A
367,42495,18.28571429,0.5,0.008184713,276,1423,7,0,A
368,43628,83.93023256,0.5,0.016007041,277,1424,43,0,A
369,43628,511.8333333,0.5,0.005736029,277,1425,55,0,A
370,43628,577.9655172,0.5,0.005736029,277,1426,73,0,A
371,45196,37.56451613,0.5,0.005736029,279,1430,62,0,A
372,45196,100.9016393,0.5,0.008019051,279,1431,61,0,A
373,45203,4.265306122,0.5,0.016338364,280,1432,49,0,A
374,45203,18.85714286,0.5,0.008184713,280,1433,7,0,A
375,46087,38.0625,0.5,0.005736029,281,1434,64,0,A
376,46087,99.83606557,0.5,0.008019051,281,1435,61,0,A
377,46095,3.94,0.5,0.016338364,282,1436,50,0,A
378,46095,19.71428571,0.5,0.008184713,282,1437,7,0,A
379,47003,43.84848485,0.5,0.005736029,283,1438,66,0,A
380,47003,111.9508197,0.5,0.008019051,283,1439,61,0,A
381,47015,4.509803922,0.5,0.016338364,284,1440,51,0,A
382,47015,21.57142857,0.5,0.008184713,284,1441,7,0,A
383,47894,41.23529412,0.5,0.005736029,285,1442,68,0,A
384,47894,107.7704918,0.5,0.008019051,285,1443,61,0,A
385,47899,4.557692308,0.5,0.016338364,286,1444,52,0,A
386,47899,18.14285714,0.5,0.008184713,286,1445,7,0,A
387,49689,39.36111111,0.5,0.005736029,287,1446,72,0,A
388,49689,96.40983607,0.5,0.008019051,287,1447,61,0,A
389,49698,4.425925926,0.5,0.016338364,288,1448,54,0,A
390,49698,16.14285714,0.5,0.008184713,288,1449,7,0,A
391,50603,46.39189189,0.5,0.005736029,289,1450,74,0,A
392,50603,106.3934426,0.5,0.008019051,289,1451,61,0,A
393,51490,37.14473684,0.5,0.005736029,290,1452,76,0,A
394,51490,86.91803279,0.5,0.008019051,290,1453,61,0,A
395,51493,4.089285714,0.5,0.016338364,291,1454,56,0,A
396,51493,26,0.5,0.008184713,291,1455,7,0,A
397,53289,44.65384615,0.5,0.005736029,292,1456,78,0,A
398,53299,4.413793103,0.5,0.016338364,294,1460,58,0,A
399,53299,16.57142857,0.5,0.008184713,294,1461,7,0,A
400,54202,41.79746835,0.5,0.005736029,295,1462,79,0,A
401,54202,113.5737705,0.5,0.008019051,295,1463,61,0,A
402,54206,4.93220339,0.5,0.016338364,296,1464,59,0,A
403,54206,15.85714286,0.5,0.008184713,296,1465,7,0,A
404,55096,4.233333333,0.5,0.016338364,297,1466,60,0,A
405,55096,16.42857143,0.5,0.008184713,297,1467,7,0,A
406,55094,39.3125,0.5,0.005736029,298,1468,80,0,A
407,55094,111.147541,0.5,0.008019051,298,1469,61,0,A
408,55999,41.5308642,0.5,0.005736029,299,1470,81,0,A
409,55999,99.67213115,0.5,0.008019051,299,1471,61,0,A
410,56005,4.409836066,0.5,0.016338364,300,1472,61,0,A
411,56005,18.57142857,0.5,0.008184713,300,1473,7,0,A
412,59596,42.30588235,0.5,0.005736029,301,1474,85,0,A
413,59596,86.59016393,0.5,0.008019051,301,1475,61,0,A
414,59602,4.553846154,0.5,0.016338364,302,1476,65,0,A
415,59602,22.28571429,0.5,0.008184713,302,1477,7,0,A
416,3249,35.00630915,0.5,0.009603189,303,1478,317,0,A
417,3249,42.87279152,0.5,0.008179536,303,1479,283,0,A
418,3249,8,0.5,0.00805529,303,1480,2,0,A
419,3249,19.5625,0.5,0.016007041,303,1481,48,0,A
420,3249,21.06772908,0.5,0.009592835,303,1482,251,0,A
421,6090,127,0.5,0.004105299,304,1483,1,0,A
422,6090,127,0.5,0.004126006,304,1484,1,0,A
423,6090,127,0.5,0.004120829,304,1485,1,0,A
424,6090,2,0.5,0.004094945,304,1486,1,0,A
425,6090,9,0.5,0.00805529,304,1487,1,0,A
426,6090,58.66666667,0.5,0.00805529,304,1488,15,0,A
427,6090,24.02515723,0.5,0.007827505,304,1489,159,0,A
428,13837,131,0.5,0.007993166,305,1490,1,0,A
429,13837,15.30082988,0.5,0.007837859,305,1491,482,0,A
430,13837,39,0.5,0.004053529,305,1492,1,0,A
431,13837,131,0.5,0.004094945,305,1493,1,0,A
432,26168,174.6796117,0.5,0.010705873,306,1494,103,0,A
433,26168,3.9,0.5,0.00805529,306,1495,30,0,A
434,26168,103.1416667,0.5,0.016007041,306,1496,120,0,A
435,26168,3,0.5,0.005404706,306,1497,2,0,A
436,26168,69.15976331,0.5,0.010705873,306,1498,169,0,A
437,26168,3,0.5,0.005404706,306,1499,1,0,A
438,49043,2,1,0.005404706,307,1500,1111,0,A
439,49043,2,1,0.005404706,307,1504,1111,0,A
440,49043,1.5,1,0.005404706,307,1505,343,0,A
441,49084,1,1,0.005404706,308,1508,1111,0,A
442,49084,1.5,1,0.005404706,308,1509,4325,0,A
443,49084,1,1,0.005404706,308,1512,1111,0,A
444,49031,3,1,0.005404706,309,1518,343,0,A
445,49031,2,1,0.005404706,309,1520,1111,0,A
446,49031,2,1,0.005404706,309,1521,343,0,A
447,49103,2,1,0.005404706,310,1524,1111,0,A
448,49103,2,1,0.005404706,310,1525,4325,0,A
449,49103,1,1,0.005404706,310,1528,1111,0,A
450,49103,1,1,0.005404706,310,1529,343,0,A
451,49078,1,1,0.005404706,311,1532,1111,0,A
452,49078,2,1,0.005404706,311,1537,343,0,A
453,49054,2,1,0.005404706,312,1540,1111,0,A
454,49077,2,1,0.005404706,313,1548,1111,0,A
455,49078,1.333333333,1,0.005404706,313,1549,4325,0,A
456,49078,2,1,0.005404706,313,1552,1111,0,A
457,49078,1,1,0.005404706,313,1553,343,0,A
458,49049,2,1,0.005404706,314,1560,1111,0,A
459,49057,2.5,1,0.005404706,315,1565,4325,0,A
460,49056,2,1,0.005404706,315,1569,343,0,A
461,49061,1.5,1,0.005404706,316,1572,1111,0,A
462,49061,1.333333333,1,0.005404706,316,1576,1111,0,A
463,49056,3,1,0.005404706,317,1584,1111,0,A
464,49061,1,1,0.005404706,319,1600,1111,0,A
